period,nswprice,nswdemand,vicdemand,class,dates
0.553191,0.085775,0.629426,0.422915,1,2015-01-03
0.21276599999999998,0.004143,0.156204,0.127395,0,2015-01-03
0.723404,0.032425,0.562481,0.537804,1,2015-01-03
0.085106,0.024619,0.06992000000000001,0.15251199999999998,0,2015-01-03
0.48936199999999996,0.069713,0.312556,0.422915,1,2015-01-03
0.29787199999999997,0.088027,0.453734,0.422915,1,2015-01-03
0.382979,0.041191000000000005,0.7039569999999999,0.721388,0,2015-01-03
0.48936199999999996,0.043143,0.361946,0.274469,1,2015-01-03
0.021277,0.046866000000000005,0.38545100000000004,0.422915,1,2015-01-03
0.787234,0.141047,0.7039569999999999,0.422915,1,2015-01-03
0.6382979999999999,0.034947000000000006,0.334424,0.215432,1,2015-01-03
0.31914899999999996,0.049988,0.5243979999999999,0.546349,1,2015-01-03
0.12766,0.028462,0.16155899999999998,0.251165,0,2015-01-03
0.680851,0.029422000000000007,0.347069,0.207664,0,2015-01-03
0.595745,0.042572000000000006,0.495537,0.422915,0,2015-01-03
0.31914899999999996,0.075267,0.632699,0.422915,1,2015-01-03
0.9361700000000001,0.089648,0.406575,0.422915,1,2015-01-04
0.553191,0.087366,0.51443,0.422915,1,2015-01-04
0.10638299999999999,0.046866000000000005,0.230884,0.422915,0,2015-01-04
0.0,0.0266,0.226569,0.277317,1,2015-01-04
0.765957,0.056923,0.29723299999999997,0.422915,0,2015-01-04
0.23404299999999997,0.046595,0.261381,0.328586,0,2015-01-04
0.276596,0.042662,0.307944,0.280425,0,2015-01-04
0.085106,0.033205,0.17926199999999998,0.307354,0,2015-01-04
0.042553,0.040831,0.282952,0.36354200000000003,0,2015-01-04
0.382979,0.032635000000000004,0.5931270000000001,0.364578,0,2015-01-04
0.446809,0.075027,0.374591,0.306577,0,2015-01-04
0.744681,0.07535700000000001,0.615888,0.422915,1,2015-01-04
0.085106,0.077069,0.469354,0.5243399999999999,0,2015-01-04
0.765957,0.043683,0.706486,0.51217,1,2015-01-04
0.12766,0.020325,0.12853299999999998,0.163128,0,2015-01-04
0.765957,0.08142200000000001,0.477983,0.422915,1,2015-01-04
0.978723,0.046385,0.370425,0.422915,0,2015-01-04
0.9574469999999999,0.055602,0.436924,0.368203,0,2015-01-04
0.29787199999999997,0.06533,0.49613199999999996,0.552822,0,2015-01-04
0.87234,0.077639,0.301101,0.422915,0,2015-01-04
0.723404,0.10949300000000001,0.6801550000000001,0.422915,1,2015-01-04
0.9361700000000001,0.047466,0.553407,0.336354,0,2015-01-04
0.9148940000000001,0.077639,0.29128200000000004,0.422915,1,2015-01-04
0.9361700000000001,0.080611,0.331449,0.422915,1,2015-01-04
0.9148940000000001,0.030983999999999998,0.313151,0.285344,1,2015-01-04
0.723404,0.07154400000000001,0.62288,0.66028,1,2015-01-04
0.361702,0.039,0.44213,0.332729,1,2015-01-04
0.06383,0.048397,0.234157,0.3718280000000001,0,2015-01-04
0.9574469999999999,0.046535,0.453734,0.29078200000000004,1,2015-01-04
0.40425500000000003,0.052779999999999994,0.548795,0.513465,1,2015-01-04
0.31914899999999996,0.027951,0.263761,0.143708,0,2015-01-04
0.659574,0.063829,0.619607,0.661574,0,2015-01-04
0.382979,0.06584,0.529307,0.422915,1,2015-01-04
1.0,0.045965,0.301696,0.422915,0,2015-01-04
0.021277,0.027381,0.31062199999999995,0.302952,0,2015-01-04
0.340426,0.074126,0.357483,0.29285300000000003,1,2015-01-04
0.255319,0.029873,0.303035,0.34541700000000003,0,2015-01-04
0.48936199999999996,0.035427,0.54091,0.539358,0,2015-01-05
0.382979,0.056263,0.29083600000000004,0.422915,0,2015-01-05
0.10638299999999999,0.040891000000000004,0.3975010000000001,0.379078,0,2015-01-05
0.574468,0.043983,0.482446,0.422915,0,2015-01-05
0.553191,0.074817,0.500149,0.422915,0,2015-01-05
0.744681,0.057614,0.42888999999999994,0.422915,1,2015-01-05
0.787234,0.056923,0.23311500000000002,0.422915,1,2015-01-05
0.978723,0.029092000000000007,0.325201,0.287157,0,2015-01-05
0.6382979999999999,0.086105,0.636269,0.605904,1,2015-01-05
0.042553,0.027111,0.173907,0.297514,0,2015-01-05
0.446809,0.051849,0.422196,0.422915,0,2015-01-05
0.23404299999999997,0.058394000000000015,0.062928,0.422915,0,2015-01-05
0.170213,0.047526,0.055787,0.422915,0,2015-01-05
0.574468,0.072715,0.606665,0.7076640000000001,0,2015-01-05
0.723404,0.045034,0.49315699999999996,0.478767,1,2015-01-05
0.085106,0.029332,0.367004,0.389953,0,2015-01-05
0.87234,0.043352999999999996,0.38916999999999996,0.46763299999999997,0,2015-01-05
0.46808500000000003,0.11973099999999999,0.612467,0.422915,1,2015-01-05
0.340426,0.033085,0.614103,0.529001,0,2015-01-05
0.893617,0.035397000000000005,0.6652779999999999,0.5056970000000001,0,2015-01-05
0.361702,0.1049,0.556531,0.355515,1,2015-01-05
0.5319149999999999,0.033986,0.529604,0.497929,0,2015-01-05
0.06383,0.041401,0.300655,0.422915,0,2015-01-05
0.787234,0.048367,0.6126149999999999,0.422915,0,2015-01-06
0.46808500000000003,0.075417,0.4159479999999999,0.422915,1,2015-01-06
0.787234,0.089258,0.608152,0.422915,1,2015-01-06
0.446809,0.028612000000000002,0.533026,0.58001,1,2015-01-06
1.0,0.047256,0.43127,0.362248,0,2015-01-06
0.42553199999999997,0.05563200000000002,0.593871,0.549974,1,2015-01-06
0.510638,0.042631999999999996,0.47322200000000003,0.270326,0,2015-01-06
0.829787,0.074847,0.443767,0.422915,1,2015-01-06
0.23404299999999997,0.014351,0.28830700000000004,0.203004,0,2015-01-06
0.23404299999999997,0.053079999999999995,0.18833699999999998,0.422915,0,2015-01-06
0.808511,0.096523,0.480512,0.5,1,2015-01-06
0.361702,0.049538,0.53258,0.422915,0,2015-01-06
0.574468,0.042242,0.442725,0.262558,0,2015-01-06
0.978723,0.043383,0.403005,0.422915,0,2015-01-06
0.042553,0.040801,0.538233,0.5422060000000001,0,2015-01-06
0.553191,0.055482000000000004,0.5429930000000001,0.600725,0,2015-01-06
0.29787199999999997,0.031014,0.38321900000000003,0.35318499999999997,0,2015-01-06
0.42553199999999997,0.035367,0.563076,0.6038319999999999,0,2015-01-06
0.06383,0.041431,0.469949,0.422915,0,2015-01-06
0.340426,0.044043,0.6102350000000001,0.422915,0,2015-01-06
0.787234,0.028131,0.456858,0.356033,0,2015-01-06
0.170213,0.022427000000000002,0.156055,0.23899499999999999,0,2015-01-06
0.829787,0.041070999999999996,0.738173,0.605645,1,2015-01-06
0.87234,0.143539,0.557721,0.422915,0,2015-01-06
0.361702,0.093311,0.602202,0.674521,1,2015-01-06
0.29787199999999997,0.06767100000000001,0.509372,0.422915,1,2015-01-06
0.9148940000000001,0.043293,0.41208,0.350854,0,2015-01-06
0.042553,0.041642,0.475156,0.422915,0,2015-01-06
0.87234,0.072655,0.612467,0.4880890000000001,1,2015-01-06
0.8510639999999999,0.055602,0.427105,0.422915,0,2015-01-06
0.765957,0.05524199999999999,0.35659,0.422915,0,2015-01-07
0.893617,0.031584,0.384112,0.276541,1,2015-01-07
0.276596,0.025578999999999998,0.153526,0.11289500000000001,0,2015-01-07
0.0,0.028312,0.375632,0.310461,0,2015-01-07
0.276596,0.046956,0.091937,0.422915,0,2015-01-07
0.680851,0.026510000000000002,0.29485300000000003,0.210772,0,2015-01-07
0.617021,0.072655,0.512794,0.422915,0,2015-01-07
0.6382979999999999,0.075417,0.5022310000000001,0.422915,1,2015-01-07
0.042553,0.083854,0.443916,0.478509,1,2015-01-07
0.12766,0.031494,0.29515,0.397462,0,2015-01-07
0.042553,0.044344,0.254686,0.348783,0,2015-01-07
0.48936199999999996,0.057644000000000015,0.491967,0.422915,0,2015-01-07
0.29787199999999997,0.043203,0.6065159999999999,0.422915,0,2015-01-07
0.9574469999999999,0.071094,0.48080900000000004,0.29233600000000004,1,2015-01-07
0.553191,0.068092,0.373996,0.422915,1,2015-01-07
0.255319,0.030802999999999997,0.29931599999999997,0.307354,0,2015-01-07
0.510638,0.050618,0.518447,0.498964,1,2015-01-07
0.680851,0.027471,0.28473699999999996,0.23096799999999998,0,2015-01-07
0.10638299999999999,0.059355,0.400327,0.4935270000000001,0,2015-01-07
0.617021,0.044824,0.49434700000000004,0.422915,0,2015-01-07
0.085106,0.029873,0.32267199999999996,0.373123,0,2015-01-07
0.14893599999999999,0.048607,0.14385599999999998,0.422915,0,2015-01-08
0.31914899999999996,0.058274,0.505951,0.57043,1,2015-01-08
0.702128,0.071755,0.596251,0.422915,0,2015-01-08
0.787234,0.027320999999999998,0.349896,0.202486,1,2015-01-08
0.31914899999999996,0.027801,0.46414799999999995,0.514241,1,2015-01-08
0.19148900000000002,0.033385000000000005,0.090003,0.103832,0,2015-01-08
0.021277,0.043653,0.232223,0.31305,1,2015-01-08
0.723404,0.091089,0.5791430000000001,0.399534,1,2015-01-08
0.21276599999999998,0.02684,0.181642,0.23148600000000005,0,2015-01-08
0.021277,0.044134,0.367748,0.422915,0,2015-01-08
0.595745,0.076558,0.526629,0.576385,1,2015-01-08
0.21276599999999998,0.028462,0.14222,0.137235,0,2015-01-08
0.40425500000000003,0.044013,0.546415,0.283532,1,2015-01-08
0.40425500000000003,0.02669,0.5202319999999999,0.559555,0,2015-01-08
0.5319149999999999,0.05221,0.4476350000000001,0.422915,0,2015-01-08
0.40425500000000003,0.029122000000000002,0.56263,0.539099,0,2015-01-08
0.19148900000000002,0.044374000000000004,0.17926199999999998,0.313827,0,2015-01-08
0.340426,0.031764,0.602946,0.490937,0,2015-01-08
0.382979,0.08706599999999999,0.442725,0.422915,1,2015-01-08
0.0,0.029001999999999997,0.44138599999999995,0.40626599999999996,0,2015-01-08
0.446809,0.071064,0.497173,0.5178659999999999,1,2015-01-08
0.361702,0.041431,0.567688,0.422915,0,2015-01-08
0.978723,0.031284,0.32892,0.32055900000000004,1,2015-01-08
0.595745,0.056263,0.30482,0.422915,0,2015-01-09
0.9148940000000001,0.12483499999999999,0.440791,0.422915,0,2015-01-09
0.10638299999999999,0.034226,0.21675100000000005,0.261523,0,2015-01-09
0.553191,0.11108399999999999,0.690122,0.422915,1,2015-01-09
0.340426,0.074817,0.34335,0.422915,1,2015-01-09
1.0,0.050709,0.34513499999999997,0.34671199999999996,0,2015-01-09
0.48936199999999996,0.028642,0.529604,0.571983,1,2015-01-09
0.23404299999999997,0.041732,0.260934,0.422915,0,2015-01-09
0.170213,0.033415,0.23891700000000002,0.301657,0,2015-01-09
0.6382979999999999,0.068242,0.512199,0.422915,1,2015-01-09
0.06383,0.043743000000000004,0.311514,0.299327,0,2015-01-09
0.765957,0.045094,0.648468,0.422915,0,2015-01-09
0.595745,0.038279,0.330556,0.32211300000000004,0,2015-01-09
0.40425500000000003,0.055182,0.532133,0.539876,0,2015-01-09
0.553191,0.042422,0.329366,0.262817,1,2015-01-09
0.680851,0.050648,0.502975,0.550233,0,2015-01-09
0.340426,0.05215,0.48318999999999995,0.422915,0,2015-01-09
0.170213,0.046625,0.067093,0.422915,0,2015-01-09
0.31914899999999996,0.087667,0.466379,0.592957,1,2015-01-09
0.40425500000000003,0.030323000000000006,0.40003,0.24029,0,2015-01-09
0.680851,0.05413099999999999,0.47500699999999996,0.477473,1,2015-01-09
0.702128,0.041431,0.46206499999999995,0.422915,0,2015-01-09
0.595745,0.076498,0.5169590000000001,0.422915,1,2015-01-09
0.06383,0.090189,0.4360310000000001,0.44976700000000003,1,2015-01-09
0.48936199999999996,0.043953,0.391104,0.422915,0,2015-01-09
0.574468,0.055541999999999994,0.310771,0.422915,0,2015-01-09
0.5319149999999999,0.087426,0.553109,0.422915,0,2015-01-09
0.29787199999999997,0.059265,0.44049399999999994,0.422915,0,2015-01-10
0.085106,0.07145399999999999,0.373698,0.422915,1,2015-01-10
0.8510639999999999,0.11675899999999999,0.6759890000000001,0.422915,1,2015-01-10
0.46808500000000003,0.040261,0.577209,0.6444850000000001,0,2015-01-10
0.042553,0.056563,0.357632,0.422915,0,2015-01-10
0.19148900000000002,0.020355,0.096251,0.22086999999999998,0,2015-01-10
0.680851,0.087036,0.541654,0.422915,1,2015-01-10
0.744681,0.043443,0.481404,0.45054399999999994,0,2015-01-10
0.12766,0.051099,0.102648,0.422915,0,2015-01-10
0.0,0.028702,0.413865,0.382703,0,2015-01-10
0.702128,0.028221,0.568283,0.483946,0,2015-01-10
0.29787199999999997,0.047346,0.5185960000000001,0.5807869999999999,0,2015-01-10
0.808511,0.040201,0.7252310000000001,0.617556,1,2015-01-10
0.085106,0.029032,0.23371,0.24339699999999997,0,2015-01-10
0.23404299999999997,0.026330000000000003,0.117078,0.083635,0,2015-01-10
0.06383,0.045755000000000004,0.196073,0.422915,0,2015-01-10
0.680851,0.13201,0.654418,0.422915,1,2015-01-10
0.06383,0.036388,0.406129,0.379078,0,2015-01-10
0.893617,0.055512,0.47113999999999995,0.422915,0,2015-01-10
0.255319,0.040801,0.127492,0.422915,0,2015-01-10
0.595745,0.06557,0.48438000000000003,0.422915,0,2015-01-10
0.19148900000000002,0.060886,0.113508,0.422915,0,2015-01-10
0.12766,0.034645999999999996,0.302291,0.298032,0,2015-01-10
0.787234,0.042392,0.45849399999999996,0.379078,0,2015-01-10
0.46808500000000003,0.061487,0.540018,0.540135,0,2015-01-10
0.510638,0.028100999999999998,0.519339,0.553081,0,2015-01-10
0.744681,0.031194,0.516067,0.420508,1,2015-01-10
0.42553199999999997,0.029422000000000007,0.560547,0.546349,0,2015-01-10
0.29787199999999997,0.070974,0.237429,0.422915,1,2015-01-10
1.0,0.099135,0.454775,0.5100979999999999,0,2015-01-11
0.21276599999999998,0.072295,0.219875,0.422915,1,2015-01-11
0.446809,0.033656,0.633889,0.585448,0,2015-01-11
0.553191,0.07130399999999999,0.515918,0.508545,1,2015-01-11
0.5319149999999999,0.043173,0.302737,0.261781,1,2015-01-11
0.361702,0.070133,0.5721510000000001,0.46711499999999995,1,2015-01-11
0.19148900000000002,0.044134,0.22032100000000002,0.23692399999999997,1,2015-01-11
0.680851,0.062387,0.46801499999999996,0.422915,0,2015-01-11
0.10638299999999999,0.036838,0.373103,0.404713,0,2015-01-11
0.6382979999999999,0.048517000000000005,0.466528,0.422915,0,2015-01-11
0.978723,0.08415399999999999,0.650699,0.564733,1,2015-01-11
0.702128,0.093821,0.468908,0.422915,1,2015-01-11
0.702128,0.085115,0.48720600000000003,0.611341,1,2015-01-11
0.042553,0.073946,0.216453,0.422915,1,2015-01-11
0.723404,0.054641999999999996,0.29083600000000004,0.422915,0,2015-01-11
0.808511,0.05413099999999999,0.34186300000000003,0.422915,0,2015-01-11
0.42553199999999997,0.07130399999999999,0.692353,0.61419,1,2015-01-11
0.574468,0.070434,0.601458,0.48472299999999996,1,2015-01-11
0.978723,0.048157,0.439899,0.359658,1,2015-01-11
0.40425500000000003,0.102078,0.625855,0.422915,1,2015-01-11
0.5319149999999999,0.080581,0.524844,0.422915,0,2015-01-11
0.510638,0.041041,0.347813,0.267219,0,2015-01-11
0.23404299999999997,0.05524199999999999,0.096995,0.422915,0,2015-01-11
0.5319149999999999,0.034016000000000005,0.5398689999999999,0.57768,0,2015-01-11
0.31914899999999996,0.021827000000000003,0.23534699999999997,0.143708,0,2015-01-11
0.787234,0.070854,0.608896,0.48938400000000004,1,2015-01-12
0.765957,0.043893,0.8661110000000001,0.777317,1,2015-01-12
0.787234,0.050858999999999994,0.693395,0.422915,0,2015-01-12
0.765957,0.043683,0.8164239999999999,0.6828069999999999,0,2015-01-12
0.9148940000000001,0.029932999999999998,0.342904,0.325997,0,2015-01-12
0.382979,0.03945,0.44213,0.33221100000000003,1,2015-01-12
1.0,0.043593,0.48616499999999996,0.423874,1,2015-01-12
0.255319,0.027891000000000003,0.07899400000000001,0.422915,0,2015-01-12
0.446809,0.044224,0.743826,0.671932,0,2015-01-12
0.340426,0.06584,0.513835,0.422915,0,2015-01-12
0.085106,0.023028,0.161708,0.288452,0,2015-01-12
0.21276599999999998,0.027920999999999998,0.083606,0.141895,0,2015-01-12
0.808511,0.050648,0.585242,0.523304,1,2015-01-12
0.21276599999999998,0.030532999999999998,0.286671,0.295184,1,2015-01-12
0.617021,0.028942000000000002,0.5659029999999999,0.605904,0,2015-01-12
0.553191,0.029752999999999998,0.585391,0.516054,1,2015-01-12
0.744681,0.050919,0.491967,0.418695,1,2015-01-12
0.574468,0.037258,0.595061,0.630243,0,2015-01-12
0.085106,0.040770999999999995,0.41326999999999997,0.43086499999999994,0,2015-01-12
0.12766,0.026119999999999997,0.12421900000000001,0.212325,0,2015-01-12
0.553191,0.056833,0.35733400000000004,0.422915,0,2015-01-12
0.595745,0.074817,0.319845,0.422915,0,2015-01-12
0.29787199999999997,0.048427,0.35480500000000004,0.422915,1,2015-01-12
0.23404299999999997,0.094061,0.40821199999999996,0.42905200000000004,1,2015-01-12
0.702128,0.074937,0.519339,0.554894,1,2015-01-12
0.170213,0.066951,0.154418,0.422915,0,2015-01-13
0.765957,0.042092000000000004,0.840672,0.719834,1,2015-01-13
0.0,0.056923,0.215858,0.422915,0,2015-01-13
0.978723,0.055722,0.439601,0.422915,0,2015-01-13
0.23404299999999997,0.058394000000000015,0.24382600000000001,0.422915,0,2015-01-13
1.0,0.087637,0.5227609999999999,0.422915,1,2015-01-13
0.021277,0.048487,0.184766,0.422915,0,2015-01-13
0.595745,0.070103,0.597292,0.66028,0,2015-01-13
0.21276599999999998,0.041341,0.26822399999999996,0.3203,0,2015-01-13
0.765957,0.034766000000000005,0.564713,0.5012949999999999,0,2015-01-13
0.9361700000000001,0.035187,0.5721510000000001,0.43449,0,2015-01-13
0.29787199999999997,0.044134,0.5264800000000001,0.422915,0,2015-01-13
0.06383,0.048517000000000005,0.370425,0.422915,0,2015-01-13
0.893617,0.09247000000000001,0.412229,0.422915,1,2015-01-13
0.9574469999999999,0.033596,0.567986,0.41092700000000004,0,2015-01-13
0.787234,0.028221,0.37474,0.23744200000000001,0,2015-01-13
0.808511,0.045214,0.461024,0.422915,0,2015-01-13
0.5319149999999999,0.064459,0.5002979999999999,0.422915,0,2015-01-13
0.255319,0.038399,0.255281,0.26307600000000003,0,2015-01-13
0.21276599999999998,0.041582,0.25781,0.32159499999999996,0,2015-01-13
0.12766,0.040351,0.0723,0.422915,0,2015-01-13
0.0,0.030652999999999996,0.25706599999999996,0.23588800000000001,0,2015-01-13
0.29787199999999997,0.05413099999999999,0.35525100000000004,0.422915,0,2015-01-13
0.617021,0.034106,0.488099,0.441999,0,2015-01-13
0.702128,0.028912,0.603689,0.511911,0,2015-01-13
1.0,0.046836,0.585838,0.515536,1,2015-01-13
0.744681,0.09208,0.719726,0.655878,1,2015-01-13
0.829787,0.076318,0.35138400000000003,0.422915,1,2015-01-13
0.23404299999999997,0.03999,0.32371300000000003,0.316934,0,2015-01-14
0.765957,0.042332,0.41922,0.273951,1,2015-01-14
0.8510639999999999,0.032425,0.439601,0.399275,1,2015-01-14
0.06383,0.02678,0.163047,0.278871,0,2015-01-14
0.617021,0.07872,0.4165430000000001,0.29855,1,2015-01-14
0.46808500000000003,0.087426,0.521273,0.545313,1,2015-01-14
0.021277,0.030083,0.314341,0.298291,0,2015-01-14
0.9148940000000001,0.041250999999999996,0.613954,0.473071,0,2015-01-14
0.87234,0.095202,0.670783,0.5220090000000001,1,2015-01-14
0.255319,0.028972,0.31404299999999996,0.263594,0,2015-01-14
0.085106,0.021075999999999998,0.139542,0.280425,0,2015-01-14
0.23404299999999997,0.025488999999999998,0.102797,0.178405,0,2015-01-14
0.808511,0.040621,0.503868,0.482651,0,2015-01-14
0.14893599999999999,0.030023,0.20365999999999998,0.23511100000000001,0,2015-01-14
0.23404299999999997,0.007686,0.192949,0.189021,0,2015-01-14
0.680851,0.080131,0.46385,0.275505,1,2015-01-14
0.574468,0.029001999999999997,0.48720600000000003,0.618591,0,2015-01-14
0.12766,0.074787,0.125112,0.422915,1,2015-01-14
0.787234,0.060436000000000004,0.547605,0.422915,0,2015-01-14
0.042553,0.028642,0.24561100000000002,0.36406,0,2015-01-14
0.744681,0.058394000000000015,0.317316,0.422915,0,2015-01-15
0.787234,0.044314,0.523207,0.316675,0,2015-01-15
0.595745,0.059565,0.545671,0.626359,1,2015-01-15
0.9574469999999999,0.053621,0.48571899999999996,0.390212,0,2015-01-15
0.574468,0.11468699999999996,0.686254,0.631279,1,2015-01-15
0.40425500000000003,0.052660000000000005,0.592234,0.5411699999999999,1,2015-01-15
0.744681,0.08028099999999999,0.559357,0.422915,1,2015-01-15
0.40425500000000003,0.10507999999999999,0.680601,0.422915,1,2015-01-15
0.06383,0.024919,0.209759,0.356033,0,2015-01-15
0.893617,0.053471000000000005,0.312705,0.422915,0,2015-01-15
1.0,0.042272000000000004,0.48214799999999997,0.4502850000000001,0,2015-01-15
0.680851,0.028401999999999997,0.304374,0.224754,0,2015-01-15
0.42553199999999997,0.05281,0.49732200000000004,0.453392,1,2015-01-15
0.23404299999999997,0.024859,0.146831,0.088296,0,2015-01-15
0.0,0.05524199999999999,0.24338,0.422915,0,2015-01-15
1.0,0.028852,0.419072,0.38814099999999996,1,2015-01-15
0.085106,0.033986,0.10339200000000001,0.235629,0,2015-01-15
0.808511,0.048126999999999996,0.599524,0.639306,1,2015-01-15
0.574468,0.082833,0.451205,0.422915,0,2015-01-15
0.5319149999999999,0.08379400000000001,0.284885,0.422915,1,2015-01-15
0.021277,0.047556,0.173163,0.422915,0,2015-01-15
0.21276599999999998,0.031374,0.094168,0.17711,0,2015-01-15
0.829787,0.029182,0.4244270000000001,0.392543,0,2015-01-15
0.87234,0.048337,0.301845,0.422915,0,2015-01-15
0.87234,0.041250999999999996,0.35123499999999996,0.336613,0,2015-01-16
0.787234,0.034947000000000006,0.567688,0.6610560000000001,1,2015-01-16
0.595745,0.033235,0.491967,0.494562,0,2015-01-16
0.723404,0.05779400000000001,0.4425770000000001,0.422915,1,2015-01-16
0.617021,0.073136,0.46295699999999995,0.422915,1,2015-01-16
0.12766,0.048607,0.3133,0.375194,0,2015-01-16
0.0,0.092981,0.541506,0.422915,1,2015-01-16
0.255319,0.036478,0.357483,0.30372899999999997,0,2015-01-16
0.9148940000000001,0.043863,0.32668800000000003,0.422915,0,2015-01-16
0.595745,0.04005,0.477685,0.5385810000000001,0,2015-01-16
0.31914899999999996,0.032365,0.521868,0.641895,0,2015-01-16
0.595745,0.027741000000000002,0.34825900000000004,0.24417399999999997,0,2015-01-16
0.787234,0.029092000000000007,0.373996,0.270067,1,2015-01-16
0.574468,0.033085,0.791729,0.546349,0,2015-01-16
0.29787199999999997,0.043743000000000004,0.501488,0.422915,0,2015-01-16
0.382979,0.091119,0.495388,0.574832,1,2015-01-16
0.021277,0.10673099999999999,0.510116,0.422915,1,2015-01-16
0.361702,0.064639,0.696221,0.693164,1,2015-01-16
0.659574,0.028912,0.505951,0.382444,0,2015-01-16
0.255319,0.024619,0.119756,0.12428800000000001,0,2015-01-16
0.8510639999999999,0.10589000000000001,0.46028,0.422915,1,2015-01-16
0.46808500000000003,0.041401,0.378905,0.422915,0,2015-01-16
0.29787199999999997,0.0263,0.49062799999999995,0.582859,0,2015-01-16
0.0,0.043683,0.360309,0.422915,0,2015-01-17
0.446809,0.058034,0.37637600000000004,0.422915,0,2015-01-17
0.659574,0.051369000000000005,0.44942,0.471258,0,2015-01-17
0.787234,0.18854300000000002,0.577655,0.422915,1,2015-01-17
0.382979,0.09199,0.523654,0.49715200000000004,1,2015-01-17
0.553191,0.061277,0.28473699999999996,0.289487,0,2015-01-17
0.19148900000000002,0.027831,0.136864,0.200414,0,2015-01-17
0.21276599999999998,0.057464,0.168551,0.422915,1,2015-01-17
0.617021,0.047316000000000004,0.8119609999999999,0.614966,1,2015-01-17
0.978723,0.067611,0.505504,0.422915,0,2015-01-17
0.361702,0.030262999999999998,0.29738200000000004,0.081046,1,2015-01-17
0.340426,0.114087,0.546712,0.422915,1,2015-01-17
0.382979,0.068452,0.449122,0.422915,1,2015-01-17
0.042553,0.07385599999999999,0.453288,0.422915,1,2015-01-17
0.19148900000000002,0.021526,0.24962800000000002,0.280943,0,2015-01-17
0.170213,0.045845,0.11618599999999996,0.10202,1,2015-01-17
0.510638,0.090068,0.570217,0.5802689999999999,1,2015-01-17
0.978723,0.09202,0.46786700000000003,0.428534,1,2015-01-17
0.893617,0.06653099999999999,0.341119,0.422915,1,2015-01-17
0.595745,0.061065999999999995,0.507141,0.551528,1,2015-01-17
0.340426,0.046175,0.293068,0.422915,0,2015-01-17
0.9361700000000001,0.12546500000000002,0.414758,0.422915,1,2015-01-17
1.0,0.074817,0.39884000000000003,0.422915,1,2015-01-17
0.48936199999999996,0.089138,0.508033,0.532367,1,2015-01-17
0.8510639999999999,0.074517,0.735347,0.592439,1,2015-01-17
